timestamp,message,logStreamName
1636338006163,"2021-11-08 02:20:06,116 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -   File ""/opt/ml/model/code/predict.py"", line 16, in <module>",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,116 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -     from utils import review_to_words, convert_and_pad",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,117 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -   File ""/opt/ml/model/code/utils.py"", line 1, in <module>",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,117 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -     import nltk",AllTraffic/i-05b4c405ca1171650
1636338006914,"2021-11-08 02:20:06,117 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle - ModuleNotFoundError: No module named 'nltk'",AllTraffic/i-05b4c405ca1171650
1636338011919,"2021-11-08 02:20:06,789 [INFO ] pool-1-thread-2 ACCESS_LOG - /169.254.178.2:46814 ""GET /ping HTTP/1.1"" 200 0",AllTraffic/i-05b4c405ca1171650
1636338016924,"2021-11-08 02:20:11,788 [INFO ] pool-1-thread-2 ACCESS_LOG - /169.254.178.2:46814 ""GET /ping HTTP/1.1"" 200 1",AllTraffic/i-05b4c405ca1171650
1636338021928,"2021-11-08 02:20:16,787 [INFO ] pool-1-thread-2 ACCESS_LOG - /169.254.178.2:46814 ""GET /ping HTTP/1.1"" 200 0",AllTraffic/i-05b4c405ca1171650
1636338026933,"2021-11-08 02:20:21,787 [INFO ] pool-1-thread-2 ACCESS_LOG - /169.254.178.2:46814 ""GET /ping HTTP/1.1"" 200 0",AllTraffic/i-05b4c405ca1171650
1636338031937,"2021-11-08 02:20:26,787 [INFO ] pool-1-thread-2 ACCESS_LOG - /169.254.178.2:46814 ""GET /ping HTTP/1.1"" 200 0",AllTraffic/i-05b4c405ca1171650
1636338036942,"2021-11-08 02:20:31,787 [INFO ] pool-1-thread-2 ACCESS_LOG - /169.254.178.2:46814 ""GET /ping HTTP/1.1"" 200 0",AllTraffic/i-05b4c405ca1171650
1636338041947,"2021-11-08 02:20:36,787 [INFO ] pool-1-thread-2 ACCESS_LOG - /169.254.178.2:46814 ""GET /ping HTTP/1.1"" 200 0",AllTraffic/i-05b4c405ca1171650
1636338046951,"2021-11-08 02:20:41,787 [INFO ] pool-1-thread-2 ACCESS_LOG - /169.254.178.2:46814 ""GET /ping HTTP/1.1"" 200 0",AllTraffic/i-05b4c405ca1171650
1636338051956,"2021-11-08 02:20:46,787 [INFO ] pool-1-thread-2 ACCESS_LOG - /169.254.178.2:46814 ""GET /ping HTTP/1.1"" 200 0",AllTraffic/i-05b4c405ca1171650
1636338056960,"2021-11-08 02:20:51,787 [INFO ] pool-1-thread-2 ACCESS_LOG - /169.254.178.2:46814 ""GET /ping HTTP/1.1"" 200 0",AllTraffic/i-05b4c405ca1171650
1636338060963,"2021-11-08 02:20:56,787 [INFO ] pool-1-thread-2 ACCESS_LOG - /169.254.178.2:46814 ""GET /ping HTTP/1.1"" 200 0",AllTraffic/i-05b4c405ca1171650
1636338060963,"2021-11-08 02:21:00,845 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle - Invoking custom service failed.",AllTraffic/i-05b4c405ca1171650
1636338060963,"2021-11-08 02:21:00,845 [INFO ] W-9000-model com.amazonaws.ml.mms.wlm.WorkerThread - Backend response time: 3",AllTraffic/i-05b4c405ca1171650
1636338060963,"2021-11-08 02:21:00,845 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle - Traceback (most recent call last):",AllTraffic/i-05b4c405ca1171650
1636338060963,"2021-11-08 02:21:00,845 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -   File ""/opt/conda/lib/python3.6/site-packages/mms/service.py"", line 108, in predict",AllTraffic/i-05b4c405ca1171650
1636338060963,"2021-11-08 02:21:00,845 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -     ret = self._entry_point(input_batch, self.context)",AllTraffic/i-05b4c405ca1171650
